PK,NOMBRE,URIname,DESCRIPCION-ENTIDAD,HORARIO,Horario,TRANSPORTE,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,NUM,LOCALIDAD,CODIGO-POSTAL,BARRIO,DISTRITO,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,TYPE
2056,Museo Nacional de Ciencias Naturales,Museo Nacional de Ciencias Naturales,"El Museo nacional de Ciencias Naturales (MNCN-CSIC) se fundó en 1771, lo que lo convierte en uno de los museos de historia natural más antiguos del mundo. Con exposiciones permanentes como Biodiversidad, Minerales, Fósiles y Evolución Humana o Fauna del Parque Nacional de la Sierra de Guadarrama, entre otras, este museo pretende acercar las ciencias naturales al público.  Ubicado en el antiguo Palacio de la Industria y de las Artes del Paseo de la Castellana de Madrid. Es un centro de investigación del Consejo Superior de Investigaciones Científicas (CSIC), que custodia colecciones científicas de incalculable valor.","De martes a viernes de 10 a 17 horas.  Sábados, domingos y festivos de 10 a 20 horas.  Sábados, domingos y festivos de agosto de 10 a 15 horas.       Cerrado : todos los lunes no festivos, 1 y 6 de enero, 1 de mayo y 25 de diciembre.",martes a viernes de 10 a 17 horas,"Metro: Gregorio Marańón (líneas 7, 10)  Bus: 7, 12, 14, 27, 40, 45, 147, 150",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8edbef4d7f71c010VgnVCM1000000b205a0aRCRD,JOSE GUTIERREZ ABASCAL,CALLE,2,MADRID,28006,EL VISO,CHAMARTIN,40.44042008,-3.690220716,914 111 328 (centralita),915 645 078,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
2076,Museo Naval,Museo Naval,Temática: historia de la navegación espańola,"De martes a domingo de 10 a 19 horas  Cerrado los lunes y los festivos 1 y 6 de enero y 24, 25 y 31 de diciembre  Agosto, martes a domingo de 10 a 15 horas",de martes a domingo de 10 a 19 horas ,"Metro: Banco de Espańa (línea 2)  Bus: 10, 14, 27, 34, 37, 45",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a30cef4d7f71c010VgnVCM1000000b205a0aRCRD,PRADO,PASEO,5,MADRID,28014,LOS JERONIMOS,RETIRO,40.4175129,-3.692768317,915 238 516 (martes y viernes de 9 a 14 horas) ,913 795 056,ohculturanaval@fn.mde.es,/contenido/entidadesYorganismos/Museos,Museo
2085,Museo Postal y Telegráfico,Museo Postal y Telegrafico,"Recorrido temático y cronológico por la evolución de los medios de comunicación y colecciones filatélicas de gran valor histórico, temáticas y por países.",Museo: de lunes a viernes de 9 a 14 y de 16 a 18 horas  Biblioteca: de lunes a viernes de 9 a 14,de lunes a viernes de 9 a 14 y de 16 a 18 horas,Bus: 161,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c82cef4d7f71c010VgnVCM1000000b205a0aRCRD,TAPIA DE CASARIEGO,CALLE,6,MADRID,28023,VALDEMARIN,MONCLOA-ARAVACA,40.46770603,-3.76907214,917 401 440 (Museo) / 917 400 664 (Biblioteca),,museopostaltelegrafico@correos.com,/contenido/entidadesYorganismos/Museos,Museo
4997114,Museo Sorolla,Museo Sorolla,,"De martes a sábado: de 9:30 a 20 horas   Domingos: de 10 a 15 horas  Cerrado: todos los lunes del ańo, 1 de enero, 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre y dos festivos locales.",de martes a sábado: de 9:30 a 20 horas,"Metro: Rubén Darío (línea 5), Gregorio Marańón (líneas 7, 10)  Bus: 5, 7, 14, 16, 27, 40, 45, 61, 147 y 150",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6dd05e93aad9c110VgnVCM1000000b205a0aRCRD,GENERAL MARTINEZ CAMPOS,PASEO,37,MADRID,28010,ALMAGRO,CHAMBERI,40.43557864,-3.692328821,913 101 584,,museo.sorolla@mecd.es,/contenido/entidadesYorganismos/Museos,Museo
2077,Museo Taurino de la Plaza de las Ventas,Museo Taurino de la Plaza de las Ventas,"Su existencia data del día de San Isidro de 1951, creado por la extinta Diputación Provincial de Madrid. Sirve como testimonio de los momentos estelares del arte y la historia del toreo.  La entrada se encuentra situada junto al patio de caballos de la Plaza de Toros Monumental de Las Ventas.","Todos los días del ańo incluidos sábados, domingos y festivos de 10 a 18 horas, ininterrumpidamente, salvo los días de Festejo y en Feria de San Isidro y Otońo de 10 a 16 horas, ininterrumpidamente.",todos los días de 10 a 18 horas,"Metro: Ventas (líneas 2, 5).  Bus: 12, 21, 38, 53, 74, 106, 110, 146, 210.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=958cef4d7f71c010VgnVCM1000000b205a0aRCRD,ALCALA,CALLE,237,MADRID,28028,GUINDALERA,SALAMANCA,40.4315711,-3.662872781,"912 761 287                 
",,museotaurinolasventas@madrid.org,/contenido/entidadesYorganismos/Museos,Museo
2101,Museo Tiflológico,Museo Tiflologico,Edificio con una superficie de 1.500  m2  dividido en tres zonas con maquetas de monumentos nacionales e internacionales realizadas por invidentes e instrumentos utilizados por los invidentes desde hace 200 ańos. Es un espacio concebido para que sus visitantes puedan ver y tocar las piezas expuestas.,"Martes a viernes de 10 a 14 horas y de 17 a 20 horas.  Sábados de 10 a 14 horas.  Lunes, domingos y festivos cerrado.  Cerrado 31 de Marzo de 2018 y 14 a 31 Agosto.",martes a viernes de 10 a 14 horas,"Metro: Estrecho (línea 1)  Bus: 3, 42, 64, 66, 124, 127",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=baacef4d7f71c010VgnVCM1000000b205a0aRCRD,LA CORUŃA,CALLE,18,MADRID,28020,CUATRO CAMINOS,TETUAN,40.4551979,-3.700196049,915 894 219,,museo@once.es,/contenido/entidadesYorganismos/Museos,Museo
2068,Museo de Aeronáutica y Astronáutica,Museo de Aeronautica y Astronautica,"Emplazado en Cuatro Vientos desde 1966, tiene como objetivo narrar la historia y el desarrollo científico - técnico de la Aeronáutica y Astronáutica espańolas. Ocupa una superficie de 66.938 metros cuadrados, repartidos en una zona de exposición exterior y siete hangares que albergan más de 140 aeronaves, así como uniformes, condecoraciones, motores, maquetas y otros fondos relacionados con la aviación.","De martes a domingo de 10 a 14 horas (hora tope de entrada 13:30 horas)  Cerrado los días 1 y 6 de enero, Jueves y Viernes Santos, 12 de octubre, 10 de diciembre (Patrona de Aviación), 24, 25 y 31 de diciembre.",de martes a domingo de 10 a 14 horas ,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=90aaef4d7f71c010VgnVCM1000000b205a0aRCRD,A-5,AUTOVIA,10.7,MADRID,28024,CUATRO VIENTOS,LATINA,40.37330137,-3.798200034,915 091 690 (centralita),917 106 847,museodelaire@ea.mde.es ,/contenido/entidadesYorganismos/Museos,Museo
2091,Museo de América,Museo de America,,"Horario:    De martes a sábado, de 9:30 a 15 horas.  Jueves, apertura continuada de 9:30 a 19 horas.  Domingos y festivos de 10 a 15 horas.    Cerrado:  todos los lunes del ańo, días 1 y 6 de enero, 1 y 15 de mayo, 24, 25 y 31 de diciembre.",martes a sábado de 9:30 a 15 horas,"Metro: Moncloa (líneas 3, 6), Islas Filipinas (línea 7).  Autobús: 1, 2, 16, 44, 46, 61, 82, 113, 132, 133 y Circular.   Aparcamiento gratuito durante los fines de semana y festivos.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c929ef4d7f71c010VgnVCM1000000b205a0aRCRD,REYES CATOLICOS,AVENIDA,6,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.43792951,-3.721864941,915 439 437 / 915 492 641,915 446 742,museo.america@mecd.es,/contenido/entidadesYorganismos/Museos,Museo
83922,Museo de Arte Contemporáneo de Madrid,Museo de Arte Contemporaneo de Madrid,,"De martes a sábado:  mańanas de 10 a 14 horas  tardes de 17:30 a 21 horas     Domingos y festivos  de 10:30 a 14 horas    Horario de Verano del 15 de junio al 15 de septiembre.    De martes a sábado:  mańanas de 10 a 13:30  horas  tardes de 17:30 a 20:00 horas    Domingos y festivos de 10:30 a 13:30 horas     Cerrado   Todos los lunes, 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre.  Las salas se desalojan 15 minutos antes del cierre.",de martes a sábado de 10 a 14 horas y de 17:30 a 21 horas,"Metro:  Ventura Rodríguez, Plaza de Espańa, San Bernardo, Noviciado.   Bus:  1, 2, 21, 44, 74, 133, C, M2   Parking:   Plaza de Espańa",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=84a55c2cdc41c010VgnVCM2000000c205a0aRCRD,CONDE DUQUE,CALLE,9,MADRID,28015,CENTRO,CENTRO,40.4273776,-3.710611689,915 885 928  /  915 885 861,,mmacmdifusion@madrid.es,/contenido/entidadesYorganismos/Museos,Museo
2069,Museo de Artes y Tradiciones Populares. Centro Cultural La Corrala,Museo de Artes y Tradiciones Populares. Centro Cultural La Corrala,"El Museo se forma tras la donación de la colección de Guadalupe González Hontoria a la Universidad Autónoma de Madrid. Las piezas comprenden:   El ciclo vital humano y religiosidad popular  El ciclo festivo anual, instrumentos musicales, bailes y juegos de adultos  Tareas domésticas  Agricultura, ganadería, caza y pesca  Los oficios artesanales y transporte rural.","Permanece abierto al público de lunes a viernes con horario de 10 a 20 horas. Sábados de 10 a 14 horas.  Cerrado domingos, festivos y mes de agosto",de lunes a viernes de 10 a 20 horas,"Metro: La Latina (línea 5)  Bus: 41, 60, 148 y Circular  Renfe: Embajadores /Atocha",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5c39ef4d7f71c010VgnVCM1000000b205a0aRCRD,CARLOS ARNICHES,CALLE,3,MADRID,28005,EMBAJADORES,CENTRO,40.40882397,-3.708330456,914 976 500,914 976 510,museoatp@uam.es,/contenido/entidadesYorganismos/Museos,Museo
2092,Museo de Astronomía y Geodesia,Museo de Astronomia y Geodesia,"El museo de Astronomía y Geodesia de la Universidad Complutense agrupa una importante colección de instrumentos de Astronomía, Geodesia y Topografía de los siglos XIX y XX.",Visita con cita previa,visitas con cita previa,"Bus: 82, 132 , F, G, U.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee49ef4d7f71c010VgnVCM1000000b205a0aRCRD,CIENCIAS,PLAZA,3,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.44942473,-3.72622149,913 944 615,,astronomia_geodesia@mat.ucm.es,/contenido/entidadesYorganismos/Museos,Museo
5727435,Museo de Bomberos,Museo de Bomberos,,"Abierto todos los días de 09'30 a 14 horas, excepto 25 de diciembre, 1 enero,  6 de enero y 1 de mayo.   Visitas Guiadas   Se pueden concertar en el teléfono: 914 786 572 (Museo)  Más información: 915 889 907 - 915 888 240",Todos los días de 09:30 a 14 horas,Metro : L1- Buenos Aires  Bus : 141 y 143,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9f0966a8bba49210VgnVCM2000000c205a0aRCRD,BOADA,CALLE,4,MADRID,28038,NUMANCIA,PUENTE DE VALLECAS,40.39453171,-3.653931321,"91 478 65 72 (Museo),                                                                                                                                           
                                                                                                                                               
",,jcbomberos@madrid.es,/contenido/entidadesYorganismos/Museos,Museo
2090,Museo de Calcografía Nacional,Museo de Calcografia Nacional,"Reúne un extraordinario conjunto de planchas grabadas por los más significados artistas espańoles, hasta conformar una de las mayores y mejores colecciones de matrices calcográficas del mundo. Su principal tesoro son las planchas de cobre grabadas al aguafuerte por Francisco de Goya, obras cumbres de la historia universal del grabado.","Abierto con el mismo horario que la exposición temporal. En ausencia de exposiciones temporales, consultar en la taquilla del museo, telefónicamente o en la web.",No hours available.,"Metro: Sol (líneas 1, 2, 3), Sevilla (línea 2)  Bus: 3, 5, 9, 15, 20, 46, 51, 52, 53, 150, M1, M2  Cercanías: Sol",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7169ef4d7f71c010VgnVCM1000000b205a0aRCRD,ALCALA,CALLE,13,MADRID,28014,SOL,CENTRO,40.41764548,-3.700667045,915 240 864,915 240 977,calcografianacional.archivo@rabasf.org,/contenido/entidadesYorganismos/Museos,Museo
2084,Museo de Cera,Museo de Cera,,"De lunes a viernes de 10 a 14:30 y de 16:30 a 20:30 horas.  Sábados, domingos y festivos de 10 a 20:30 horas.  Las taquillas cierran media hora antes.    Horario especial festivos navidad y ańo nuevo:    24 Y 31 de Diciembre: 10 a 18:30 horas  25 de Diciembre y 1 de Enero: 16:30 a 20:30 horas   Los días 23,26,27,28,29 y 30 de diciembre, 2,3,y 4 de Diciembre. Con actores de animación interactuando con los visitantes.",de lunes a viernes de 10 a 14:30 y de 16:30 a 20:30 horas,"Metro: Colón (línea 4)  Bus: 5, 14, 21, 27, 45, 53, 15  Renfe: Recoletos",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9689ef4d7f71c010VgnVCM1000000b205a0aRCRD,RECOLETOS,PASEO,41,MADRID,28004,JUSTICIA,CENTRO,40.42440378,-3.691436203,913 199 330,,info@museoceramadrid.com,/contenido/entidadesYorganismos/Museos,Museo
2071,Museo de Escultura al Aire Libre de la Castellana,Museo de Escultura al Aire Libre de la Castellana,"El Museo de Escultura al Aire Libre de La Castellana, está situado bajo el paso elevado que une las calles de Juan Bravo y Eduardo Dato, contiene una excelente colección de escultura abstracta espańola.",Entrada libre. Espacio urbano abierto  Abierto 24 horas al día los 365 días del ańo.,abierto 24 horas al día los 365 días del ańo,"Transporte público más próximo   Metro: Rubén Darío (línea 5)  Bus: 5, 14, 27, 45, 150",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eca9ef4d7f71c010VgnVCM1000000b205a0aRCRD,CASTELLANA,PASEO,40,MADRID,28046,CASTELLANA,SALAMANCA,40.4332194,-3.687612268,,,mmacmdifusion@madrid.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
2054,Museo de Historia de Madrid,Museo de Historia de Madrid,"Creado como Museo Municipal en 1929 y rebautizado como Museo de Historia de Madrid en 2007, tras una profunda remodelación, el ańo 2014 reabre sus puertas con un montaje moderno y una puesta al día de sus colecciones.","De martes a domingos de 10 a 20 horas.     Cerrado    Todos los lunes y los días 1 y 6 de enero, 1 de mayo,  24, 25 y 31 de diciembre.    El desalojo de las salas se hará diez minutos antes del cierre.",martes a domingos de 10 a 20 horas,"Metro:  Tribunal, Bilbao y Alonso Martínez.  Bus:  3, 21, 37, 40, 147 y 149.  Aparcamiento público:  Barceló.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8f3079262ef5d010VgnVCM1000000b205a0aRCRD,FUENCARRAL,CALLE,78,MADRID,28004,JUSTICIA,CENTRO,40.42577055,-3.700845661,917 011 863,,smuseosm@madrid.es,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
4545827,Museo de Historia de la Comunidad Judía de Madrid,Museo de Historia de la Comunidad Judia de Madrid,,"Visitas guiadas     De lunes a jueves de 16 a 19 horas.  Viernes, sábados y domingos y festivos religiosos cerrado.  Para realizar las  visitas tienen que solicitarlas previamente en el correo electrónico  visitas@cjmadrid.org , aportando nombre, apellidos y Documento Nacional de Identidad.",lunes a jueves de 16 a 19 horas,"Metro: Iglesia (línea 1)  Bus: 5, 12, 16, 37, 61, 149",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8f2a4a659ee71110VgnVCM1000000b205a0aRCRD,BALMES,CALLE,3,MADRID,28010,TRAFALGAR,CHAMBERI,40.43534317,-3.70001362,915 913 131 ,,visitas@cjmadrid.org,/contenido/entidadesYorganismos/Museos,Museo
2095,Museo de Mineralogía,Museo de Mineralogia,"Presenta colecciones de minerales clasificados por su composición química, y vitrinas murales con ejemplares de exhibición procedentes de todo el mundo.","Martes, miércoles y jueves, de 12:30 a 14:30 horas.  Visitas guiadas o a otras horas, concertando previamente en el teléfono 913 974 132.",miércoles y jueves de 12:30 a 14:30 horas,Renfe: Cantoblanco Universidad,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=255aef4d7f71c010VgnVCM1000000b205a0aRCRD,COLMENAR VIEJO,CARRETERA,19000,MADRID,28049,EL GOLOSO,FUENCARRAL-EL PARDO,,,914 974 132,,,/contenido/entidadesYorganismos/Museos,Museo
2112,Museo de San Isidro. Los Orígenes de Madrid,Museo de San Isidro. Los Origenes de Madrid,"Este espacio museográfico propone un viaje por la historia de la ciudad de Madrid desde la Prehistoria hasta el establecimiento de la Corte, a través de distintas salas como la de San Isidro, el Patio Renacentista, el Jardín Arqueobotánico o el Almacén Visitable.","De martes a domingo y festivos de 9:30 a 20 horas.   Verano , del 16 de junio al 15 de septiembre: de   martes a domingo de 9:30 a 19 horas.   Cerrado  todos los lunes, el 1 y 6 de enero, el 1 de mayo y los días 24, 25 y 31 de diciembre.",martes a domingo de 9:30 a 19 horas,"Metro: Latina , Tirso de Molina Bus: 3 , 17 , 18 , 23 , 35 , 60 , 65 , 148",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7b7aef4d7f71c010VgnVCM1000000b205a0aRCRD,SAN ANDRES,PLAZA,1,MADRID,28005,PALACIO,CENTRO,40.412079,-3.710816103,913 667 415,,museosanisidro@madrid.es,/contenido/entidadesYorganismos/Museos,Museo
85301,Museo de Sanidad e Higiene Pública,Museo de Sanidad e Higiene Pública,"Con sede en el Instituto de Salud Carlos III, ocupa las antiguas dependencias del Laboratorio de Microbiología del Hospital del Rey. 300  m2  conservados tal cual su antiguo uso, con fondos de mobiliario, instrumental y bibliografía de los antiguos hospitales para enfermos infecciosos del complejo. Se resaltan hitos históricos relevantes en salud pública mediante láminas enmarcadas.","Sólo visitas de grupo con cita previa: de lunes a viernes, de 10 a 14 horas.  Cita previa por teléfono: 918 222 414  o a través del correo electrónico:  museodesanidad@isciii.es",lunes a viernes de 10 a 14 horas,"Metro: Chamartín (líneas 1, 10), Plaza de Castilla (1, 9, 10)  Bus: 67, 124, 134, 135, 147  Renfe: Chamartín",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3e755c2cdc41c010VgnVCM2000000c205a0aRCRD,MONFORTE DE LEMOS,AVENIDA,5,MADRID,28029,LA PAZ,FUENCARRAL-EL PARDO,40.47546598,-3.690060394,918 222 414  (Cita previa),,museodesanidad@iscii.es,/contenido/entidadesYorganismos/Museos,Museo
4591873,Museo de la Biblioteca Nacional de Espańa,Museo de la Biblioteca Nacional de Espana,"El Museo de la Biblioteca Nacional de Espańa, antiguo Museo del Libro, es responsable de la oferta educativa, formativa, cultural y de ocio de la institución y divulga las colecciones, funcionamiento e historia de la Biblioteca para todos los públicos.","De martes a sábados: de 10 a 20 horas.   Domingos y festivos: de 10 a 14 horas.  Últimos pases 30 minutos antes del cierre  Día 5 de enero abierto de 10 a 18 horas.  Días 29 y 30 de marzo; 2 y 15 de mayo; 15 de agosto; 12 de octubre; 1 y 9 de noviembre; 6 y 8 de diciembre: de 10 a 14 horas.  Diás 31 de marzo, 13 de octubre y 10 de noviembre: abierto de 10 a 20 horas.  Días 1 y 6 de enero; 1 de mayo y 24, 25 y 31 de diciembre: cerrado.",de martes a sábados: de 10 a 20 horas.   domingos y festivos: de 10 a 14 horas,"Metro: Colón, (línea 4), Retiro (Línea 2).  Bus: 1, 5, 9, 14, 19, 21, 27, 37, 45, 51, 53, 74, 150.  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C8  y C10).",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=05920d3b4c503110VgnVCM2000000c205a0aRCRD,RECOLETOS,PASEO,20,MADRID,28001,RECOLETOS,SALAMANCA,40.42300191,-3.690844234,915 168 967 / 915 807 759 de lunes a viernes de 9 a 14 horas.,,museo@bne.es,/contenido/entidadesYorganismos/Museos,Museo
4566286,Museo de la Catedral de la Almudena,Museo de la Catedral de la Almudena,,"De lunes a sábado de 10 a 14:30 horas.  Cerrado los domingos, fiestas de precepto y días de actos de culto especiales en la Catedral.",lunes a sábado de 10 a 14:30 horas,"Bus: 3, 148.  Metro: Ópera (Líneas 2, 5 y Ramal Ópera Príncipe Pío).",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=82cb8d0e78d22110VgnVCM1000000b205a0aRCRD,BAILEN,CALLE,10,MADRID,28013,PALACIO,CENTRO,40.41553877,-3.713693115,915 592 874,,museo@catedraldelaalmudena.es,/contenido/entidadesYorganismos/Museos,Museo
2073,Museo de la Farmacia Hispana,Museo de la Farmacia Hispana,"Entre sus fondos destacan las colecciones de botes cerámicos, morteros y cajas de madera policromadas, relacionados con la práctica docente, cuatro boticas históricas y tres instalaciones que recrean un laboratorio alquimista, una botica árabe y la botica del Hospital de San Juan de las Afueras (Toledo).",Consultar al pedir cita,visitas con cita previa,"Metro: Ciudad Universitaria (línea 6)  Bus: 82 , 132 , I, G, U",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=58f9ef4d7f71c010VgnVCM1000000b205a0aRCRD,RAMON Y CAJAL,PLAZA,0,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.44453288,-3.726216004,913 941 797,,museofar@ucm.es,/contenido/entidadesYorganismos/Museos,Museo
2107,Museo de la Guardia Civil,Museo de la Guardia Civil,El Museo se crea por Orden General del Cuerpo de 23 de junio de 1982 y se inaugura el día 12 de octubre de 1982.,"Horario:  de lunes a viernes de 9 a 14 horas. Cerrado, sábados, domingos y festivos.",lunes a viernes de 9 a 14 horas,"Metro: Guzmán el Bueno (líneas 6, 7)  Bus: 2,  44, 45, C1, C2",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=003aef4d7f71c010VgnVCM1000000b205a0aRCRD,GUZMAN EL BUENO,CALLE,110,MADRID,28003,VALLEHERMOSO,CHAMBERI,40.44438523,-3.712300119,"915 146 000, extensiones 48495 (Oficina Museo), 48477 (Salas Museo), ",,dg-estuhistoricos-registro@guardiacivil.org,/contenido/entidadesYorganismos/Museos,Museo
2114,Museo de la Real Academia de Bellas Artes de San Fernando,Museo de la Real Academia de Bellas Artes de San Fernando,"Construido inicialmente para palacio de Don Juan de Goyeneche, el edificio fue adquirido por la Academia de Bellas Artes en 1773 y reformado bajo la dirección de Fernando Chueca Goitia en 1973 y la fachada por Diego de Villanueva en 1774.","Colección permanente:   De martes a domingos y festivos de 10 a 15 horas  Cerrado: todos los lunes y el mes de agosto   Exposiciones temporales: consultar el apartado específico de la exposición temporal.  Días cerrados: 1 y 6 de enero; 1 y 30 de mayo; 9 de noviembre; 24, 25 y 31 de diciembre.   En periodos vacacionales pueden sufrir cambios.",de martes a domingos y festivos de 10 a 15 horas,"Metro: Sol (líneas 1, 2, 3), Sevilla (línea 2)  Bus: 3, 5, 9, 15, 20, 46, 51, 52, 53, 150  Renfe Cercanías: Sol",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=924aef4d7f71c010VgnVCM1000000b205a0aRCRD,ALCALA,CALLE,13,MADRID,28014,SOL,CENTRO,40.41765456,-3.700655352,"915 240 864 (Centralita)                                                    
",915 241 034,museo@rabasf.org,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
2066,Museo del Ferrocarril de Madrid,Museo del Ferrocarril de Madrid,Edificio de caracter monumental. Construido como cabecera de la línea Madrid - Extremadura - Portugal en el ańo 1880 por E. Cachelievre.,"Del 1 de enero al 31 de mayo y del 1 de octubre al 31 de diciembre:    Lunes a viernes, de 9:30 a 15 horas.  Sábado, domingo y festivos de 10 a 19 horas    Del 1 de junio al 30 de septiembre   Lunes a domingo, de 10 a 15 horas.   Cerrado: 25 de diciembre, 1 y 6 de enero.",lunes a viernes de 9:30 a 15 horas,"Metro: Delicias (línea 3)  Bus: 8, 19, 45, 47, 59, 85, 86  Renfe: Delicias",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=091c4291ae91f010VgnVCM2000000c205a0aRCRD,DELICIAS,PASEO,61,MADRID,28045,DELICIAS,ARGANZUELA,40.40028129,-3.693817192,"915 390 085                                                                                
",,,/contenido/entidadesYorganismos/MonumentosEdificiosArtisticos,Museo
2058,Museo del Prado,Museo del Prado,"Construido inicialmente como Museo de Ciencias Naturales, este edificio neoclásico fue transformado en pinacoteca de las Colecciones Reales en 1818 con colecciones de pintura, dibujos, grabados, monedas y medallas desde el Románico hasta el siglo  XIX .","De lunes a sábado de 10 a 20 horas  Domingos y festivos de 10 a 19 horas  Cerrado los días 1 de enero, 1 de mayo y 25 de diciembre  Horario reducido, de 10 a 14 horas, los días 6 de enero, 24 y 31 de diciembre  Horario gratuito, de lunes a sábado de 18 a 20 horas y domingos y festivos de 17 a 19 horas",de lunes a sábado de 10 a 20 horas ,"Metro: Atocha (línea 1), Banco de Espańa (línea 2), Retiro (línea 2)  Bus: 9, 10, 14, 19, 27, 34, 37, 45  Renfe: Atocha",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=060079262ef5d010VgnVCM1000000b205a0aRCRD,RUIZ DE ALARCON,CALLE,23,MADRID,28014,LOS JERONIMOS,RETIRO,40.41358458,-3.691325446,913 302 800,,,/contenido/entidadesYorganismos/Museos,Museo
2086,Museo del Reloj Grassy,Museo del Reloj Grassy,"Arquitecto : Eladio Laredo Carranza (1916 - 1917).  Fundado por el relojero francés Grassy en 1955, este museo narra la historia de este aparato de medición. Sus fondos, colección privada, consta de una amplia y variada colección de diferentes nacionalidades y los más variados estilos.",Jueves a las 17:30 y viernes a las 11:45 horas (excepto festivos).  Las visitas se efectúan con cita previa en el teléfono 915 321 007,jueves a las 17:30 y viernes a las 11:45 horas,"Metro: Banco de Espańa (línea 2), Gran Vía (Líneas 1 y 5).  Bus: 1, 2, 3, 5, 9, 15, 20, 46, 51, 52, 53, 74, 146, 150, M1, M2.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=daeaef4d7f71c010VgnVCM1000000b205a0aRCRD,GRAN VIA,CALLE,1,MADRID,28013,CORTES,CENTRO,40.41914771,-3.698065832,915 321 007,,,/contenido/entidadesYorganismos/Museos,Museo
